USGS,site_no,Date,pH (median),A,Temp (mean),A,Temp (max),A,Temp (min),A,pH (min),A,pH (max),A,Discharge (mean),A
USGS,9510000,12/7/11,,,,,,,,,,,,,405,A
USGS,9510000,12/8/11,,,,,,,,,,,,,459,A
USGS,9510000,12/9/11,,,,,,,,,,,,,464,A
USGS,9510000,12/10/11,,,,,,,,,,,,,432,A
USGS,9510000,12/11/11,,,,,,,,,,,,,389,A
USGS,9510000,12/12/11,,,,,,,,,,,,,302,A
USGS,9510000,12/13/11,,,,,,,,,,,,,221,A
USGS,9510000,12/14/11,,,,,,,,,,,,,189,A
USGS,9510000,12/15/11,,,,,,,,,,,,,287,A
USGS,9510000,12/16/11,,,,,,,,,,,,,323,A
USGS,9510000,12/17/11,,,,,,,,,,,,,301,A
USGS,9510000,12/18/11,,,,,,,,,,,,,293,A
USGS,9510000,12/19/11,,,,,,,,,,,,,291,A
USGS,9510000,12/20/11,,,,,,,,,,,,,309,A
USGS,9510000,12/21/11,,,,,,,,,,,,,330,A
USGS,9510000,12/22/11,,,,,,,,,,,,,331,A
USGS,9510000,12/23/11,,,,,,,,,,,,,312,A
USGS,9510000,12/24/11,,,,,,,,,,,,,291,A
USGS,9510000,12/25/11,,,,,,,,,,,,,253,A
USGS,9510000,12/26/11,,,,,,,,,,,,,308,A
USGS,9510000,12/27/11,,,,,,,,,,,,,388,A
USGS,9510000,12/28/11,,,,,,,,,,,,,415,A
USGS,9510000,12/29/11,,,,,,,,,,,,,479,A
USGS,9510000,12/30/11,,,,,,,,,,,,,590,A
USGS,9510000,12/31/11,,,,,,,,,,,,,412,A
USGS,9510000,1/1/12,,,,,,,,,,,,,340,A
USGS,9510000,1/2/12,,,,,,,,,,,,,334,A
USGS,9510000,1/3/12,,,,,,,,,,,,,395,A
USGS,9510000,1/4/12,,,,,,,,,,,,,479,A
USGS,9510000,1/5/12,,,,,,,,,,,,,487,A
USGS,9510000,1/6/12,,,,,,,,,,,,,358,A
USGS,9510000,1/7/12,,,,,,,,,,,,,312,A
USGS,9510000,1/8/12,,,,,,,,,,,,,264,A
USGS,9510000,1/9/12,,,,,,,,,,,,,203,A
USGS,9510000,1/10/12,,,,,,,,,,,,,285,A
USGS,9510000,1/11/12,,,,,,,,,,,,,309,A
USGS,9510000,1/12/12,,,,,,,,,,,,,319,A
USGS,9510000,1/13/12,,,,,,,,,,,,,334,A
USGS,9510000,1/14/12,,,,,,,,,,,,,395,A
USGS,9510000,1/15/12,,,,,,,,,,,,,440,A
USGS,9510000,1/16/12,,,,,,,,,,,,,459,A
USGS,9510000,1/17/12,,,,,,,,,,,,,410,A
USGS,9510000,1/18/12,,,,,,,,,,,,,396,A
USGS,9510000,1/19/12,,,,,,,,,,,,,432,A
USGS,9510000,1/20/12,,,,,,,,,,,,,455,A
USGS,9510000,1/21/12,,,,,,,,,,,,,413,A
USGS,9510000,1/22/12,,,,,,,,,,,,,409,A
USGS,9510000,1/23/12,,,,,,,,,,,,,374,A
USGS,9510000,1/24/12,,,,,,,,,,,,,359,A
USGS,9510000,1/25/12,,,,,,,,,,,,,425,A
USGS,9510000,1/26/12,,,,,,,,,,,,,531,A
USGS,9510000,1/27/12,,,,,,,,,,,,,563,A
USGS,9510000,1/28/12,,,,,,,,,,,,,469,A
USGS,9510000,1/29/12,,,,,,,,,,,,,466,A
USGS,9510000,1/30/12,,,,,,,,,,,,,488,A
USGS,9510000,1/31/12,,,,,,,,,,,,,509,A
USGS,9510000,2/1/12,,,,,,,,,,,,,535,A
USGS,9510000,2/2/12,,,,,,,,,,,,,541,A
USGS,9510000,2/3/12,,,,,,,,,,,,,510,A
USGS,9510000,2/4/12,,,,,,,,,,,,,536,A
USGS,9510000,2/5/12,,,,,,,,,,,,,518,A
USGS,9510000,2/6/12,,,,,,,,,,,,,575,A
USGS,9510000,2/7/12,,,,,,,,,,,,,625,A
USGS,9510000,2/8/12,,,,,,,,,,,,,603,A
USGS,9510000,2/9/12,,,,,,,,,,,,,523,A
USGS,9510000,2/10/12,,,,,,,,,,,,,500,A
USGS,9510000,2/11/12,,,,,,,,,,,,,450,A
USGS,9510000,2/12/12,,,,,,,,,,,,,419,A
USGS,9510000,2/13/12,,,,,,,,,,,,,400,A
USGS,9510000,2/14/12,,,,,,,,,,,,,385,A
USGS,9510000,2/15/12,,,,,,,,,,,,,426,A
USGS,9510000,2/16/12,,,,,,,,,,,,,487,A
USGS,9510000,2/17/12,,,,,,,,,,,,,566,A
USGS,9510000,2/18/12,,,,,,,,,,,,,542,A
USGS,9510000,2/19/12,,,,,,,,,,,,,489,A
USGS,9510000,2/20/12,,,,,,,,,,,,,335,A
USGS,9510000,2/21/12,,,,,,,,,,,,,162,A
USGS,9510000,2/22/12,,,,,,,,,,,,,121,A
USGS,9510000,2/23/12,,,,,,,,,,,,,109,A
USGS,9510000,2/24/12,,,,,,,,,,,,,113,A
USGS,9510000,2/25/12,,,,,,,,,,,,,114,A
USGS,9510000,2/26/12,,,,,,,,,,,,,116,A
USGS,9510000,2/27/12,,,,,,,,,,,,,120,A
USGS,9510000,2/28/12,,,,,,,,,,,,,121,A
USGS,9510000,2/29/12,,,,,,,,,,,,,114,A
USGS,9510000,3/1/12,,,,,,,,,,,,,111,A
USGS,9510000,3/2/12,,,,,,,,,,,,,111,A
USGS,9510000,3/3/12,,,,,,,,,,,,,111,A
USGS,9510000,3/4/12,,,,,,,,,,,,,111,A
USGS,9510000,3/5/12,,,,,,,,,,,,,112,A
USGS,9510000,3/6/12,,,,,,,,,,,,,112,A
USGS,9510000,3/7/12,,,,,,,,,,,,,111,A
USGS,9510000,3/8/12,,,,,,,,,,,,,111,A
USGS,9510000,3/9/12,,,,,,,,,,,,,111,A
USGS,9510000,3/10/12,,,,,,,,,,,,,111,A
USGS,9510000,3/11/12,,,,,,,,,,,,,115,A
USGS,9510000,3/12/12,,,,,,,,,,,,,121,A
USGS,9510000,3/13/12,,,,,,,,,,,,,121,A
USGS,9510000,3/14/12,,,,,,,,,,,,,124,A
USGS,9510000,3/15/12,,,,,,,,,,,,,125,A
USGS,9510000,3/16/12,,,,,,,,,,,,,115,A
USGS,9510000,3/17/12,,,,,,,,,,,,,105,A
USGS,9510000,3/18/12,,,,,,,,,,,,,106,A
USGS,9510000,3/19/12,,,,,,,,,,,,,106,A
USGS,9510000,3/20/12,,,,,,,,,,,,,116,A
USGS,9510000,3/21/12,,,,,,,,,,,,,121,A
USGS,9510000,3/22/12,,,,,,,,,,,,,121,A
USGS,9510000,3/23/12,,,,,,,,,,,,,117,A
USGS,9510000,3/24/12,,,,,,,,,,,,,107,A
USGS,9510000,3/25/12,,,,,,,,,,,,,106,A
USGS,9510000,3/26/12,,,,,,,,,,,,,105,A
USGS,9510000,3/27/12,,,,,,,,,,,,,105,A
USGS,9510000,3/28/12,,,,,,,,,,,,,105,A
USGS,9510000,3/29/12,,,,,,,,,,,,,105,A
USGS,9510000,3/30/12,,,,,,,,,,,,,105,A
USGS,9510000,3/31/12,,,,,,,,,,,,,105,A
USGS,9510000,4/1/12,,,,,,,,,,,,,115,A
USGS,9510000,4/2/12,,,,,,,,,,,,,120,A
USGS,9510000,4/3/12,,,,,,,,,,,,,119,A
USGS,9510000,4/4/12,,,,,,,,,,,,,119,A
USGS,9510000,4/5/12,,,,,,,,,,,,,119,A
USGS,9510000,4/6/12,,,,,,,,,,,,,119,A
USGS,9510000,4/7/12,,,,,,,,,,,,,116,A
USGS,9510000,4/8/12,,,,,,,,,,,,,106,A
USGS,9510000,4/9/12,,,,,,,,,,,,,106,A
USGS,9510000,4/10/12,,,,,,,,,,,,,104,A
USGS,9510000,4/11/12,,,,,,,,,,,,,96.5,A
USGS,9510000,4/12/12,,,,,,,,,,,,,96.5,A
USGS,9510000,4/13/12,,,,,,,,,,,,,97.9,A
USGS,9510000,4/14/12,,,,,,,,,,,,,101,A
USGS,9510000,4/15/12,,,,,,,,,,,,,102,A
USGS,9510000,4/16/12,,,,,,,,,,,,,107,A
USGS,9510000,4/17/12,,,,,,,,,,,,,119,A
USGS,9510000,4/18/12,,,,,,,,,,,,,119,A
USGS,9510000,4/19/12,,,,,,,,,,,,,119,A
USGS,9510000,4/20/12,,,,,,,,,,,,,119,A
USGS,9510000,4/21/12,,,,,,,,,,,,,119,A
USGS,9510000,4/22/12,,,,,,,,,,,,,119,A
USGS,9510000,4/23/12,,,,,,,,,,,,,119,A
USGS,9510000,4/24/12,,,,,,,,,,,,,114,A
USGS,9510000,4/25/12,,,,,,,,,,,,,110,A
USGS,9510000,4/26/12,,,,,,,,,,,,,112,A
USGS,9510000,4/27/12,,,,,,,,,,,,,124,A
USGS,9510000,4/28/12,,,,,,,,,,,,,124,A
USGS,9510000,4/29/12,,,,,,,,,,,,,124,A
USGS,9510000,4/30/12,,,,,,,,,,,,,113,A
USGS,9510000,5/1/12,,,,,,,,,,,,,107,A
USGS,9510000,5/2/12,,,,,,,,,,,,,106,A
USGS,9510000,5/3/12,,,,,,,,,,,,,106,A
USGS,9510000,5/4/12,,,,,,,,,,,,,106,A
USGS,9510000,5/5/12,,,,,,,,,,,,,106,A
USGS,9510000,5/6/12,,,,,,,,,,,,,106,A
USGS,9510000,5/7/12,,,,,,,,,,,,,106,A
USGS,9510000,5/8/12,,,,,,,,,,,,,106,A
USGS,9510000,5/9/12,,,,,,,,,,,,,109,A
USGS,9510000,5/10/12,,,,,,,,,,,,,114,A
USGS,9510000,5/11/12,,,,,,,,,,,,,100,A
USGS,9510000,5/12/12,,,,,,,,,,,,,99.7,A
USGS,9510000,5/13/12,,,,,,,,,,,,,99.2,A
USGS,9510000,5/14/12,,,,,,,,,,,,,99.3,A
USGS,9510000,5/15/12,,,,,,,,,,,,,100,A
USGS,9510000,5/16/12,,,,,,,,,,,,,100,A
USGS,9510000,5/17/12,,,,,,,,,,,,,100,A
USGS,9510000,5/18/12,,,,,,,,,,,,,100,A
USGS,9510000,5/19/12,,,,,,,,,,,,,100,A
USGS,9510000,5/20/12,,,,,,,,,,,,,100,A
USGS,9510000,5/21/12,,,,,,,,,,,,,101,A
USGS,9510000,5/22/12,,,,,,,,,,,,,105,A
USGS,9510000,5/23/12,,,,,,,,,,,,,104,A
USGS,9510000,5/24/12,,,,,,,,,,,,,104,A
USGS,9510000,5/25/12,,,,,,,,,,,,,104,A
USGS,9510000,5/26/12,,,,,,,,,,,,,104,A
USGS,9510000,5/27/12,,,,,,,,,,,,,104,A
USGS,9510000,5/28/12,,,,,,,,,,,,,104,A
USGS,9510000,5/29/12,,,,,,,,,,,,,104,A
USGS,9510000,5/30/12,,,,,,,,,,,,,104,A
USGS,9510000,5/31/12,,,,,,,,,,,,,104,A
USGS,9510000,6/1/12,,,,,,,,,,,,,104,A
USGS,9510000,6/2/12,,,,,,,,,,,,,104,A
USGS,9510000,6/3/12,,,,,,,,,,,,,104,A
USGS,9510000,6/4/12,,,,,,,,,,,,,104,A
USGS,9510000,6/5/12,,,,,,,,,,,,,104,A
USGS,9510000,6/6/12,,,,,,,,,,,,,104,A
USGS,9510000,6/7/12,,,,,,,,,,,,,104,A
USGS,9510000,6/8/12,,,,,,,,,,,,,103,A
USGS,9510000,6/9/12,,,,,,,,,,,,,103,A
USGS,9510000,6/10/12,,,,,,,,,,,,,103,A
USGS,9510000,6/11/12,,,,,,,,,,,,,104,A
USGS,9510000,6/12/12,,,,,,,,,,,,,104,A
USGS,9510000,6/13/12,,,,,,,,,,,,,103,A
USGS,9510000,6/14/12,,,,,,,,,,,,,103,A
USGS,9510000,6/15/12,,,,,,,,,,,,,104,A
USGS,9510000,6/16/12,,,,,,,,,,,,,104,A
USGS,9510000,6/17/12,,,,,,,,,,,,,104,A
USGS,9510000,6/18/12,,,,,,,,,,,,,104,A
USGS,9510000,6/19/12,,,,,,,,,,,,,103,A
USGS,9510000,6/20/12,,,,,,,,,,,,,104,A
USGS,9510000,6/21/12,,,,,,,,,,,,,104,A
USGS,9510000,6/22/12,,,,,,,,,,,,,104,A
USGS,9510000,6/23/12,,,,,,,,,,,,,104,A
USGS,9510000,6/24/12,,,,,,,,,,,,,104,A
USGS,9510000,6/25/12,,,,,,,,,,,,,104,A
USGS,9510000,6/26/12,,,,,,,,,,,,,104,A
USGS,9510000,6/27/12,,,,,,,,,,,,,104,A
USGS,9510000,6/28/12,,,,,,,,,,,,,104,A
USGS,9510000,6/29/12,,,,,,,,,,,,,103,A
USGS,9510000,6/30/12,,,,,,,,,,,,,102,A
USGS,9510000,7/1/12,,,,,,,,,,,,,102,A
USGS,9510000,7/2/12,,,,,,,,,,,,,102,A
USGS,9510000,7/3/12,,,,,,,,,,,,,102,A
USGS,9510000,7/4/12,,,,,,,,,,,,,103,A
USGS,9510000,7/5/12,,,,,,,,,,,,,103,A
USGS,9510000,7/6/12,,,,,,,,,,,,,102,A
USGS,9510000,7/7/12,,,,,,,,,,,,,102,A
USGS,9510000,7/8/12,,,,,,,,,,,,,102,A
USGS,9510000,7/9/12,,,,,,,,,,,,,102,A
USGS,9510000,7/10/12,,,,,,,,,,,,,102,A
USGS,9510000,7/11/12,,,,,,,,,,,,,103,A
USGS,9510000,7/12/12,,,,,,,,,,,,,104,A
USGS,9510000,7/13/12,,,,,,,,,,,,,104,A
USGS,9510000,7/14/12,,,,,,,,,,,,,105,A
USGS,9510000,7/15/12,,,,,,,,,,,,,104,A
USGS,9510000,7/16/12,,,,,,,,,,,,,104,A
USGS,9510000,7/17/12,,,,,,,,,,,,,103,A
USGS,9510000,7/18/12,,,,,,,,,,,,,102,A
USGS,9510000,7/19/12,,,,,,,,,,,,,104,A
USGS,9510000,7/20/12,,,,,,,,,,,,,105,A
USGS,9510000,7/21/12,,,,,,,,,,,,,106,A
USGS,9510000,7/22/12,,,,,,,,,,,,,106,A
USGS,9510000,7/23/12,,,,,,,,,,,,,106,A
USGS,9510000,7/24/12,,,,,,,,,,,,,108,A
USGS,9510000,7/25/12,,,,,,,,,,,,,108,A
USGS,9510000,7/26/12,,,,,,,,,,,,,110,A
USGS,9510000,7/27/12,,,,,,,,,,,,,110,A
USGS,9510000,7/28/12,,,,,,,,,,,,,111,A
USGS,9510000,7/29/12,,,,,,,,,,,,,111,A
USGS,9510000,7/30/12,,,,,,,,,,,,,106,A
USGS,9510000,7/31/12,,,,,,,,,,,,,107,A
USGS,9510000,8/1/12,,,,,,,,,,,,,107,A
USGS,9510000,8/2/12,,,,,,,,,,,,,106,A
USGS,9510000,8/3/12,,,,,,,,,,,,,105,A
USGS,9510000,8/4/12,,,,,,,,,,,,,105,A
USGS,9510000,8/5/12,,,,,,,,,,,,,105,A
USGS,9510000,8/6/12,,,,,,,,,,,,,105,A
USGS,9510000,8/7/12,,,,,,,,,,,,,105,A
USGS,9510000,8/8/12,,,,,,,,,,,,,106,A
USGS,9510000,8/9/12,,,,,,,,,,,,,109,A
USGS,9510000,8/10/12,,,,,,,,,,,,,109,A
USGS,9510000,8/11/12,,,,,,,,,,,,,109,A
USGS,9510000,8/12/12,,,,,,,,,,,,,109,A
USGS,9510000,8/13/12,,,,,,,,,,,,,109,A
USGS,9510000,8/14/12,,,,,,,,,,,,,108,A
USGS,9510000,8/15/12,,,,,,,,,,,,,109,A
USGS,9510000,8/16/12,,,,,,,,,,,,,109,A
USGS,9510000,8/17/12,,,,,,,,,,,,,110,A
USGS,9510000,8/18/12,,,,,,,,,,,,,110,A
USGS,9510000,8/19/12,,,,,,,,,,,,,110,A
USGS,9510000,8/20/12,,,,,,,,,,,,,110,A
USGS,9510000,8/21/12,,,,,,,,,,,,,110,A
USGS,9510000,8/22/12,,,,,,,,,,,,,111,A
USGS,9510000,8/23/12,,,,,,,,,,,,,111,A
USGS,9510000,8/24/12,,,,,,,,,,,,,112,A
USGS,9510000,8/25/12,,,,,,,,,,,,,113,A
USGS,9510000,8/26/12,,,,,,,,,,,,,111,A
USGS,9510000,8/27/12,,,,,,,,,,,,,111,A
USGS,9510000,8/28/12,,,,,,,,,,,,,111,A
USGS,9510000,8/29/12,,,,,,,,,,,,,111,A
USGS,9510000,8/30/12,,,,,,,,,,,,,111,A
USGS,9510000,8/31/12,,,,,,,,,,,,,111,A
USGS,9510000,9/1/12,,,,,,,,,,,,,111,A
USGS,9510000,9/2/12,,,,,,,,,,,,,111,A
USGS,9510000,9/3/12,,,,,,,,,,,,,111,A
USGS,9510000,9/4/12,,,,,,,,,,,,,111,A
USGS,9510000,9/5/12,,,,,,,,,,,,,111,A
USGS,9510000,9/6/12,,,,,,,,,,,,,111,A
USGS,9510000,9/7/12,,,,,,,,,,,,,119,A
USGS,9510000,9/8/12,,,,,,,,,,,,,110,A
USGS,9510000,9/9/12,,,,,,,,,,,,,109,A
USGS,9510000,9/10/12,,,,,,,,,,,,,109,A
USGS,9510000,9/11/12,,,,,,,,,,,,,110,A
USGS,9510000,9/12/12,,,,,,,,,,,,,110,A
USGS,9510000,9/13/12,,,,,,,,,,,,,110,A
USGS,9510000,9/14/12,,,,,,,,,,,,,110,A
USGS,9510000,9/15/12,,,,,,,,,,,,,110,A
USGS,9510000,9/16/12,,,,,,,,,,,,,110,A
USGS,9510000,9/17/12,,,,,,,,,,,,,110,A
USGS,9510000,9/18/12,,,,,,,,,,,,,110,A
USGS,9510000,9/19/12,,,,,,,,,,,,,113,A
USGS,9510000,9/20/12,,,,,,,,,,,,,115,A
USGS,9510000,9/21/12,,,,,,,,,,,,,115,A
USGS,9510000,9/22/12,,,,,,,,,,,,,114,A
USGS,9510000,9/23/12,,,,,,,,,,,,,111,A
USGS,9510000,9/24/12,,,,,,,,,,,,,112,A
USGS,9510000,9/25/12,,,,,,,,,,,,,124,A
USGS,9510000,9/26/12,,,,,,,,,,,,,124,A
USGS,9510000,9/27/12,,,,,,,,,,,,,125,A
USGS,9510000,9/28/12,,,,,,,,,,,,,117,A
USGS,9510000,9/29/12,,,,,,,,,,,,,117,A
USGS,9510000,9/30/12,,,,,,,,,,,,,116,A
USGS,9510000,10/1/12,,,,,,,,,,,,,129,A
USGS,9510000,10/2/12,,,,,,,,,,,,,125,A
USGS,9510000,10/3/12,,,,,,,,,,,,,124,A
USGS,9510000,10/4/12,,,,,,,,,,,,,115,A
USGS,9510000,10/5/12,,,,,,,,,,,,,111,A
USGS,9510000,10/6/12,,,,,,,,,,,,,112,A
USGS,9510000,10/7/12,,,,,,,,,,,,,111,A
USGS,9510000,10/8/12,,,,,,,,,,,,,111,A
USGS,9510000,10/9/12,,,,,,,,,,,,,111,A
USGS,9510000,10/10/12,,,,,,,,,,,,,110,A
USGS,9510000,10/11/12,,,,,,,,,,,,,111,A
USGS,9510000,10/12/12,,,,,,,,,,,,,110,A
USGS,9510000,10/13/12,,,,,,,,,,,,,109,A
USGS,9510000,10/14/12,,,,,,,,,,,,,107,A
USGS,9510000,10/15/12,,,,,,,,,,,,,106,A
USGS,9510000,10/16/12,,,,,,,,,,,,,106,A
USGS,9510000,10/17/12,,,,,,,,,,,,,106,A
USGS,9510000,10/18/12,,,,,,,,,,,,,107,A
USGS,9510000,10/19/12,,,,,,,,,,,,,107,A
USGS,9510000,10/20/12,,,,,,,,,,,,,107,A
USGS,9510000,10/21/12,,,,,,,,,,,,,107,A
USGS,9510000,10/22/12,,,,,,,,,,,,,108,A
USGS,9510000,10/23/12,,,,,,,,,,,,,109,A
USGS,9510000,10/24/12,,,,,,,,,,,,,108,A
USGS,9510000,10/25/12,,,,,,,,,,,,,108,A
USGS,9510000,10/26/12,,,,,,,,,,,,,107,A
USGS,9510000,10/27/12,,,,,,,,,,,,,108,A
USGS,9510000,10/28/12,,,,,,,,,,,,,108,A
USGS,9510000,10/29/12,,,,,,,,,,,,,109,A
USGS,9510000,10/30/12,,,,,,,,,,,,,108,A
USGS,9510000,10/31/12,,,,,,,,,,,,,108,A
USGS,9510000,11/1/12,,,,,,,,,,,,,108,A
USGS,9510000,11/2/12,,,,,,,,,,,,,108,A
USGS,9510000,11/3/12,,,,,,,,,,,,,108,A
USGS,9510000,11/4/12,,,,,,,,,,,,,108,A
USGS,9510000,11/5/12,,,,,,,,,,,,,108,A
USGS,9510000,11/6/12,,,,,,,,,,,,,108,A
USGS,9510000,11/7/12,,,,,,,,,,,,,108,A
USGS,9510000,11/8/12,,,,,,,,,,,,,109,A
USGS,9510000,11/9/12,,,,,,,,,,,,,110,A
USGS,9510000,11/10/12,,,,,,,,,,,,,110,A
USGS,9510000,11/11/12,,,,,,,,,,,,,110,A
USGS,9510000,11/12/12,,,,,,,,,,,,,109,A
USGS,9510000,11/13/12,,,,,,,,,,,,,110,A
USGS,9510000,11/14/12,,,,,,,,,,,,,116,A
USGS,9510000,11/15/12,,,,,,,,,,,,,117,A
USGS,9510000,11/16/12,,,,,,,,,,,,,133,A
USGS,9510000,11/17/12,,,,,,,,,,,,,160,A
USGS,9510000,11/18/12,,,,,,,,,,,,,160,A
USGS,9510000,11/19/12,,,,,,,,,,,,,190,A
USGS,9510000,11/20/12,,,,,,,,,,,,,221,A
USGS,9510000,11/21/12,,,,,,,,,,,,,221,A
USGS,9510000,11/22/12,,,,,,,,,,,,,222,A
USGS,9510000,11/23/12,,,,,,,,,,,,,221,A
USGS,9510000,11/24/12,,,,,,,,,,,,,243,A
USGS,9510000,11/25/12,,,,,,,,,,,,,372,A
USGS,9510000,11/26/12,,,,,,,,,,,,,487,A
USGS,9510000,11/27/12,,,,,,,,,,,,,467,A
USGS,9510000,11/28/12,,,,,,,,,,,,,386,A
USGS,9510000,11/29/12,,,,,,,,,,,,,270,A
USGS,9510000,11/30/12,,,,,,,,,,,,,157,A
USGS,9510000,12/1/12,,,,,,,,,,,,,109,A
USGS,9510000,12/2/12,,,,,,,,,,,,,103,A
USGS,9510000,12/3/12,,,,,,,,,,,,,112,A
USGS,9510000,12/4/12,,,,,,,,,,,,,115,A
USGS,9510000,12/5/12,,,,,,,,,,,,,111,A
USGS,9510000,12/6/12,,,,,,,,,,,,,106,A
USGS,9510000,12/7/12,,,,,,,,,,,,,91.7,A
USGS,9510000,12/8/12,,,,,,,,,,,,,93.8,A
USGS,9510000,12/9/12,,,,,,,,,,,,,106,A
USGS,9510000,12/10/12,,,,,,,,,,,,,98.5,A
USGS,9510000,12/11/12,,,,,,,,,,,,,98.7,A
USGS,9510000,12/12/12,,,,,,,,,,,,,98.6,A
USGS,9510000,12/13/12,,,,,,,,,,,,,98.8,A
USGS,9510000,12/14/12,,,,,,,,,,,,,102,A
USGS,9510000,12/15/12,,,,,,,,,,,,,103,A
USGS,9510000,12/16/12,,,,,,,,,,,,,102,A
USGS,9510000,12/17/12,,,,,,,,,,,,,101,A
USGS,9510000,12/18/12,,,,,,,,,,,,,102,A
USGS,9510000,12/19/12,,,,,,,,,,,,,102,A
USGS,9510000,12/20/12,,,,,,,,,,,,,100,A
USGS,9510000,12/21/12,,,,,,,,,,,,,99.3,A
USGS,9510000,12/22/12,,,,,,,,,,,,,99.9,A
USGS,9510000,12/23/12,,,,,,,,,,,,,101,A
USGS,9510000,12/24/12,,,,,,,,,,,,,101,A
USGS,9510000,12/25/12,,,,,,,,,,,,,101,A
USGS,9510000,12/26/12,,,,,,,,,,,,,101,A
USGS,9510000,12/27/12,,,,,,,,,,,,,101,A
USGS,9510000,12/28/12,,,,,,,,,,,,,101,A
USGS,9510000,12/29/12,,,,,,,,,,,,,101,A
USGS,9510000,12/30/12,,,,,,,,,,,,,103,A
USGS,9510000,12/31/12,,,,,,,,,,,,,105,A
USGS,9510000,1/1/13,,,,,,,,,,,,,105,A
USGS,9510000,1/2/13,,,,,,,,,,,,,103,A
USGS,9510000,1/3/13,,,,,,,,,,,,,103,A
USGS,9510000,1/4/13,,,,,,,,,,,,,103,A
USGS,9510000,1/5/13,,,,,,,,,,,,,103,A
USGS,9510000,1/6/13,,,,,,,,,,,,,103,A
USGS,9510000,1/7/13,,,,,,,,,,,,,104,A
USGS,9510000,1/8/13,,,,,,,,,,,,,104,A
USGS,9510000,1/9/13,,,,,,,,,,,,,104,A
USGS,9510000,1/10/13,,,,,,,,,,,,,105,A
USGS,9510000,1/11/13,,,,,,,,,,,,,105,A
USGS,9510000,1/12/13,,,,,,,,,,,,,105,A
USGS,9510000,1/13/13,,,,,,,,,,,,,102,A
USGS,9510000,1/14/13,,,,,,,,,,,,,101,A
USGS,9510000,1/15/13,,,,,,,,,,,,,105,A
USGS,9510000,1/16/13,,,,,,,,,,,,,108,A
USGS,9510000,1/17/13,,,,,,,,,,,,,108,A
USGS,9510000,1/18/13,,,,,,,,,,,,,108,A
USGS,9510000,1/19/13,,,,,,,,,,,,,108,A
USGS,9510000,1/20/13,,,,,,,,,,,,,108,A
USGS,9510000,1/21/13,,,,,,,,,,,,,107,A
USGS,9510000,1/22/13,,,,,,,,,,,,,97.6,A
USGS,9510000,1/23/13,,,,,,,,,,,,,98.5,A
USGS,9510000,1/24/13,,,,,,,,,,,,,99,A
USGS,9510000,1/25/13,,,,,,,,,,,,,99.3,A
USGS,9510000,1/26/13,,,,,,,,,,,,,106,A
USGS,9510000,1/27/13,,,,,,,,,,,,,71.6,A
USGS,9510000,1/28/13,,,,,,,,,,,,,32.9,A
USGS,9510000,1/29/13,,,,,,,,,,,,,72.5,A
USGS,9510000,1/30/13,,,,,,,,,,,,,102,A
USGS,9510000,1/31/13,,,,,,,,,,,,,102,A
USGS,9510000,2/1/13,,,,,,,,,,,,,102,A
USGS,9510000,2/2/13,,,,,,,,,,,,,102,A
USGS,9510000,2/3/13,,,,,,,,,,,,,102,A
USGS,9510000,2/4/13,,,,,,,,,,,,,102,A
USGS,9510000,2/5/13,,,,,,,,,,,,,102,A
USGS,9510000,2/6/13,,,,,,,,,,,,,102,A
USGS,9510000,2/7/13,,,,,,,,,,,,,102,A
USGS,9510000,2/8/13,,,,,,,,,,,,,113,A
USGS,9510000,2/9/13,,,,,,,,,,,,,107,A
USGS,9510000,2/10/13,,,,,,,,,,,,,103,A
USGS,9510000,2/11/13,,,,,,,,,,,,,104,A
USGS,9510000,2/12/13,,,,,,,,,,,,,104,A
USGS,9510000,2/13/13,,,,,,,,,,,,,103,A
USGS,9510000,2/14/13,,,,,,,,,,,,,104,A
USGS,9510000,2/15/13,,,,,,,,,,,,,103,A
USGS,9510000,2/16/13,,,,,,,,,,,,,103,A
USGS,9510000,2/17/13,,,,,,,,,,,,,104,A
USGS,9510000,2/18/13,,,,,,,,,,,,,104,A
USGS,9510000,2/19/13,,,,,,,,,,,,,104,A
USGS,9510000,2/20/13,,,,,,,,,,,,,106,A
USGS,9510000,2/21/13,,,,,,,,,,,,,119,A
USGS,9510000,2/22/13,,,,,,,,,,,,,119,A
USGS,9510000,2/23/13,,,,,,,,,,,,,119,A
USGS,9510000,2/24/13,,,,,,,,,,,,,113,A
USGS,9510000,2/25/13,,,,,,,,,,,,,103,A
USGS,9510000,2/26/13,,,,,,,,,,,,,102,A
USGS,9510000,2/27/13,,,,,,,,,,,,,101,A
USGS,9510000,2/28/13,,,,,,,,,,,,,101,A
USGS,9510000,3/1/13,,,,,,,,,,,,,101,A
USGS,9510000,3/2/13,,,,,,,,,,,,,112,A
USGS,9510000,3/3/13,,,,,,,,,,,,,115,A
USGS,9510000,3/4/13,,,,,,,,,,,,,115,A
USGS,9510000,3/5/13,,,,,,,,,,,,,115,A
USGS,9510000,3/6/13,,,,,,,,,,,,,115,A
USGS,9510000,3/7/13,,,,,,,,,,,,,115,A
USGS,9510000,3/8/13,,,,,,,,,,,,,113,A
USGS,9510000,3/9/13,,,,,,,,,,,,,99.8,A
USGS,9510000,3/10/13,,,,,,,,,,,,,98.5,A
USGS,9510000,3/11/13,,,,,,,,,,,,,111,A
USGS,9510000,3/12/13,,,,,,,,,,,,,111,A
